Title	Link	Creator	Transcript	Status
I'm addicted to Blueprint	https://www.youtube.com/watch?v=z7kDj0dFJo8	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=z7kDj0dFJo8! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=z7kDj0dFJo8&ei=6QptaMuBC_Lo0_wPw9_7uAQ&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001881&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=5C368F02373C07E59DB325B24075E0DB07B6422A.B221DB4BE8282A11998E73F6A8FA9A0F409D8420&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
What is one easy thing you can do for longevity? EVOO. Full video in bio.	https://www.youtube.com/watch?v=P9MDPQ1jQkU	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=P9MDPQ1jQkU! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=P9MDPQ1jQkU&ei=6wptaPiEKKb9zLUP2rWdsQs&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001883&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=DBB1E3B49803601BF68C4335A30068E6E9640FD4.D0FDA3E94211CE62C806126C497F87297AEB67C8&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Why You Should Eat Chocolate Every Day	https://www.youtube.com/watch?v=nTtU5h7ttTI	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=nTtU5h7ttTI! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=nTtU5h7ttTI&ei=7QptaIe_DoyC0_wP0pG98AQ&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001885&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=53E20BA124439C2A6635FF89528AFCFD9F179AAD.6FF6756E46984EE6FE23DA4B3A86A5A2C9422A65&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
What is your version of Evening Bryan?	https://www.youtube.com/watch?v=6DOMG6PJJ54	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=6DOMG6PJJ54! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=6DOMG6PJJ54&ei=7wptaNDsBsvJzLUPvOL2-Ak&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001887&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=C4217262387E3D7F96CE54FE4303740CAEBBA357.572493CF0A9B649A43D335804EB8857C2E9299F2&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Blueprint version of family fun	https://www.youtube.com/watch?v=LpsX61Z438I	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=LpsX61Z438I! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=LpsX61Z438I&ei=8AptaJLSHYm10_wP09uekA4&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001888&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=AAB4CBD6F04EB0453903EADA956C786EFC9CAEEF.406EFED7AC7158F19080B1AB0A93135B2BFB3504&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
How I increased my vo2 max	https://www.youtube.com/watch?v=vgGQkTShklk	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=vgGQkTShklk! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=vgGQkTShklk&ei=8QptaLuJONuk0_wPu7jI4Q4&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001889&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=77F9DAF102F02E2566511463370DA331B5B4E5D2.7B588BAD6EAF28CECC6C48613743506DCA37CF91&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Data is the only reliable way to make decisions about your body	https://www.youtube.com/watch?v=MtY9KWWoXUQ	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=MtY9KWWoXUQ! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=MtY9KWWoXUQ&ei=8wptaNiKDr-g0_wPpZK4iQ4&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001891&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=6121103745D06D753CBD7A6B8D24D39B55EF095A.0C2B66764CB253E65EDF635BC7B9FD35444CFC28&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Best time to start taking care of your hair health is right now	https://www.youtube.com/watch?v=SqxoAONR_HQ	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=SqxoAONR_HQ! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=SqxoAONR_HQ&ei=9QptaOGcD5X1ut0Pqvr9iAI&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001893&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=220DEE3206E22F9BDA415FEFE87C89091A7AD5BA.DD3E7A2CC5CBDC59FB5A3A53A5883A8028E4C457&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
I've never had more freedom, fun, joy, and a deeply satisfying sense of life	https://www.youtube.com/watch?v=LeDR-0m97dw	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=LeDR-0m97dw! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=LeDR-0m97dw&ei=9gptaJzGNZr4ut0P7c7psAs&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001894&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=87089C53CE6BB949EE2C80C570708E8C850A0689.2EF4C0C687459086C2327CA912486B3E42B0A14C&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
I dare you to get to zero	https://www.youtube.com/watch?v=-dyetSCRpIg	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=-dyetSCRpIg! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=-dyetSCRpIg&ei=-AptaPuTIeGk0_wPkJ6biA4&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001896&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=CEBE50C10076395077A51BB34B0DC86913C576C0.AF7E2FF31F38C1261695C0F8587CC821F39D4B48&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Looking and feeling young isn't just for the aesthetic	https://www.youtube.com/watch?v=ZA6d3TaX-6g	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=ZA6d3TaX-6g! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=ZA6d3TaX-6g&ei=-gptaIDHFOi-0_wPy6XakQI&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001898&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=85D261143B171DF118B314A9C240C16EC3EB9C74.9EE59D26A99F5284FCFA83CF2081C3659C4D0483&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
The hardest part of hard work can be the first step	https://www.youtube.com/watch?v=BvCXw5pza0A	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=BvCXw5pza0A! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=BvCXw5pza0A&ei=_AptaLO9DO7jy_sPo62MyAw&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001900&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=26AAB57DD9C40BFC411CD789A18859F2914B157D.08FE7C29B68C9371C8E461CA3AD264F4C019B28D&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Watch These 39 Minutes If You Want To Live To 200+	https://www.youtube.com/watch?v=hkS1Eww5jTc	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=hkS1Eww5jTc! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=hkS1Eww5jTc&ei=_QptaOf3FsK20_wP2s2XiQs&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001901&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=2D1FE577E75E323D64B2C3049528397124274713.823BF5983D069959C0B13E499AE5A475D27CDA06&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Blueprint stack launched today, link in bio. @Its_freemund unboxes his stack	https://www.youtube.com/watch?v=LFQkcuZda2o	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=LFQkcuZda2o! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=LFQkcuZda2o&ei=_gptaN7dMIL1zLUP1tmz-AI&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001902&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=A35AF96F3406CBD44DF4F0F200C93F28F382A7FB.1D49000B4C7FD968165D49063F6FF77F926A307C&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Blueprint stack launched today. When tasty things are good for you. Link in bio.	https://www.youtube.com/watch?v=591TvVOG6Vs	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=591TvVOG6Vs! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=591TvVOG6Vs&ei=AAttaPXIFp6m0_wPtKDk4A4&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001904&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=4721AA5BD1A1CFCBB6406641EB923239211EEC9D.6D553948D449385AB94F1999E76BA09E292AB766&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Doing whatever it takes to start down the path of your life goals	https://www.youtube.com/watch?v=gU3e3U8LrI0	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=gU3e3U8LrI0! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=gU3e3U8LrI0&ei=AQttaNnkOcK20_wP2s2XiQs&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001905&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=BFB026476672A9F66B68AACCCC5F99E254A41EE0.75DAFCC174699F23E3645DCF54F25DC001D385FD&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
My organs hire my team of scientists	https://www.youtube.com/watch?v=Buujf-0Cw4M	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=Buujf-0Cw4M! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=Buujf-0Cw4M&ei=AwttaO2GGIKc0_wP4PW54QY&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001907&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=CC20592FD337E478300382F24F18D027C77DDADE.7067190FF13141CBDEDFE7CF592709687D0796D4&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Reliable, high quality sleep is a superpower	https://www.youtube.com/watch?v=b586aQ_Lz4g	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=b586aQ_Lz4g! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=b586aQ_Lz4g&ei=BQttaMjXBqXJ0_wP1MndoAQ&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001909&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=30E2C5148E93A867D3F9DA4C58578EDFACF1A2AC.E366AB51D71212BC1C4A63DC94B73EC075381DE5&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
What is the one thing we can all agree upon? Don't Die.	https://www.youtube.com/watch?v=KNkV08h3Mhw	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=KNkV08h3Mhw! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=KNkV08h3Mhw&ei=BgttaNaCN8Sk0_wPptyh-Q0&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001910&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=B628991339C4DBC9B106DDD80266604D9BC1EB19.1E721B77287D690421BE162375F24156173C6C0A&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
I wrote a note to my 17 year old son about the future of being human	https://www.youtube.com/watch?v=WGzVvsfFvts	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=WGzVvsfFvts! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=WGzVvsfFvts&ei=CAttaJK_K7SC0_wP3ImvgAo&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001912&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=48952F93DFC2271C67CD16DCC1BE7ED822876CAE.C3802F06BCA94500FFDC7A4563038F26E27F3942&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
What numbers explain health?	https://www.youtube.com/watch?v=3slq9WmYu40	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=3slq9WmYu40! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=3slq9WmYu40&ei=CgttaKmREabwzLUPra2lgA4&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001914&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=986B0BFD39A43BC12C17D0B37177AF45D7C0ABD0.E3FB9DA1DB28BF474362F1E0101D70793B9D79B7&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Part 3 of 3. Rejuvenating Johnson's Johnson	https://www.youtube.com/watch?v=ut1EUS9JJk8	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=ut1EUS9JJk8! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=ut1EUS9JJk8&ei=DAttaN2lDPf3ut0P3aOygQ4&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001916&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=194BF168403822E4559B6AE9B25E41ED2C0DFD5F.8BA3C2A1CF67AA32DE254F0164B9B544FFE4D430&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Human potential is majestic	https://www.youtube.com/watch?v=GH5ATOviS5I	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=GH5ATOviS5I! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=GH5ATOviS5I&ei=DgttaLmlNN-z0_wPhprU4QQ&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001918&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=E40CA82C9172F5B77309A89AD9D3416A3178BE7A.741B79B20665153C6E709E21DCD1EB9E30535E3D&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
I'm in the peak performance of my entire life.	https://www.youtube.com/watch?v=vrXtnBTTZFA	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=vrXtnBTTZFA! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=vrXtnBTTZFA&ei=EAttaJ_8Juyi0_wPjcjr-A0&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001920&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=EA47F4E1543DF685C5F452F08637499FE525CD91.BDECAD1AE9FAE4D9534A69FF22F9C5EEA670CECD&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Never compromise on sleep. It will make you a better entrepreneur.	https://www.youtube.com/watch?v=hEDAXhsuM3w	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=hEDAXhsuM3w! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=hEDAXhsuM3w&ei=EgttaLywH7Ol0_wPpOPQyQU&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001922&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=CF1D065299B0A2648F10E2618B1597FE82FC5F55.BA28BFD50D7D5E72CFC9F72534D98D1AB690F972&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
How I FIXED My Terrible Sleep - 10 Habits	https://www.youtube.com/watch?v=Wk9p3dhMYdk	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=Wk9p3dhMYdk! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=Wk9p3dhMYdk&ei=FAttaKL6Et_3ut0Pv8b16QQ&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001924&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=ADEE5A7E2C6918CD4906C7914E6CC66EFC8C280F.B1E07184B3BCE8CB580E2FA50971363C5C7CD64C&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
It's not your fault. Modern society is designed for addiction. Let's baby step our way to change.	https://www.youtube.com/watch?v=86uPSDHfwGU	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=86uPSDHfwGU! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=86uPSDHfwGU&ei=FQttaNvaO8_7zLUP24Sr4AQ&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001926&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=80191DEF8C36CE16F469BA0076B244C9FC427CFC.10C1DDBB787A8BE0CB2A9CB1CC76F637645AD946&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Skincare Devices pt. 6: Full-body red light therapy	https://www.youtube.com/watch?v=MYf67TKj9BE	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=MYf67TKj9BE! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=MYf67TKj9BE&ei=FwttaJ3uI9-30_wPucagmAs&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001927&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=1CF40484AA642D63196054179BD72846BC980C90.EB1D1D26E63DE63CE8A6F693FDFC0DF34B588D44&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Part 2 of 3. Rejuvenating Johnson's Johnson.	https://www.youtube.com/watch?v=sJyDv26xxL8	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=sJyDv26xxL8! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=sJyDv26xxL8&ei=GQttaMnGBrKm0_wPx7SS0QU&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752001929&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=6F92212AE4A0DAA39F4481BEBB7D8D89D0670ABB.38F5C9330EEFD0EBB88C12B9158A0B89680A4284&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Our shared foe is death.	https://www.youtube.com/watch?v=TZKYZGOwK8g	Bryan Johnson		"Error: Unexpected error: 
