Title	Link	Creator	Transcript	Status
Â¿Por quÃ© este gato tiene radiaciÃ³n?.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=V5vAN_P8cJY	Miguel ASSAL		Error: Unexpected error: No en transcript found for video V5vAN_P8cJY
Â¿Tiras de la cisterna sin bajar la tapa?.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=zpmpBx9o1vo	Miguel ASSAL		Error: Unexpected error: No en transcript found for video zpmpBx9o1vo
Este leÃ³n no esta cavando su tumba.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=6a5CwrqxhmA	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 6a5CwrqxhmA
El cuchillo mas letal.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=sWV9dMARPaI	Miguel ASSAL		Error: Unexpected error: No en transcript found for video sWV9dMARPaI
Dos cosas que debes saber sobre los estornudos.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=j3_xtBY9qr8	Miguel ASSAL		Error: Unexpected error: No en transcript found for video j3_xtBY9qr8
Este hombre no es inmune al voltaje de un taser.#curiosidades #sabiasque #supervivencia	https://www.youtube.com/watch?v=bjv5A0PoEmY	Miguel ASSAL		Error: Unexpected error: No en transcript found for video bjv5A0PoEmY
Sintomas TDAH.#supervivencia #sabiasque #curiosidades	https://www.youtube.com/watch?v=PeGrnM1Oc2w	Miguel ASSAL		Error: Unexpected error: No en transcript found for video PeGrnM1Oc2w
Patear a un Ã¡rbol.Â¿Fortalece tus tibias?.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=BHC2sJPihl4	Miguel ASSAL		Error: Unexpected error: No en transcript found for video BHC2sJPihl4
Linfedema escrotal.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=0geriudQT0s	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 0geriudQT0s
Encuentro humo saliendo de un pozo aislado.#supervivencia #sabiasque #curiosidades	https://www.youtube.com/watch?v=eBoHDyHZrzE	Miguel ASSAL		Error: Unexpected error: No en transcript found for video eBoHDyHZrzE
Le trasplantaron los brazos de un hombre.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=FpCgAN8YK-4	Miguel ASSAL		Error: Unexpected error: No en transcript found for video FpCgAN8YK-4
Â¿Has notado esto en tu corazÃ³n?.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=GElzN6d-PRQ	Miguel ASSAL		Error: Unexpected error: No en transcript found for video GElzN6d-PRQ
Si ves esto en tu casa, no lo mates.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=8dv8kXrisY8	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 8dv8kXrisY8
El trÃ¡gico final...cambia. #curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=1DkbAejBz88	Miguel ASSAL		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=1DkbAejBz88! This is most likely caused by:

This video is age-restricted. Therefore, you are unable to retrieve transcripts for it without authenticating yourself.

Unfortunately, Cookie Authentication is temporarily unsupported in youtube-transcript-api, as recent changes in YouTube's API broke the previous implementation. I will do my best to re-implement it as soon as possible.

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
21 millones de dolares por esto.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=V-Sc_1MT8zQ	Miguel ASSAL		Error: Unexpected error: No en transcript found for video V-Sc_1MT8zQ
No se estÃ¡n riendo.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=2jhUpyuJLco	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 2jhUpyuJLco
72 aÃ±os sin poder respirar solo.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=qCs4axj_D58	Miguel ASSAL		Error: Unexpected error: No en transcript found for video qCs4axj_D58
Si ves esto en un ataud tranquilo pero avisa.#curiosidades #sabiasque #supervivencia	https://www.youtube.com/watch?v=q-9elESpwZ8	Miguel ASSAL		Error: Unexpected error: No en transcript found for video q-9elESpwZ8
No esta sufriendo un infarto.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=1y72ZPVDemM	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 1y72ZPVDemM
Â¿Por quÃ© tiene dientes de humano?.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=kQglBTFd_IQ	Miguel ASSAL		Error: Unexpected error: No en transcript found for video kQglBTFd_IQ
Accidente cerebral en directo.#supervivencia #sabiasque #curiosidades	https://www.youtube.com/watch?v=lQAsPWdJz54	Miguel ASSAL		Error: Unexpected error: No en transcript found for video lQAsPWdJz54
Lugares donde no deberÃ­as caerte.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=7fGflW1JEh4	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 7fGflW1JEh4
Pez diablo negro.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=nFDC7EPQdq4	Miguel ASSAL		Error: Unexpected error: No en transcript found for video nFDC7EPQdq4
Â¿Te muerdes las uÃ±as?.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=baxYQ61_3R0	Miguel ASSAL		Error: Unexpected error: No en transcript found for video baxYQ61_3R0
Reportero cometiÃ³ un error en tribu canibal.#curiosidades #supervivencia	https://www.youtube.com/watch?v=nPGkcnUVONg	Miguel ASSAL		Error: Unexpected error: No en transcript found for video nPGkcnUVONg
El peligro de jugar sin cabeza.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=vTFZPWTn2k8	Miguel ASSAL		Error: Unexpected error: No en transcript found for video vTFZPWTn2k8
Â¿Esto cura el dolor de espalda?.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=nmIJTdbe6W0	Miguel ASSAL		Error: Unexpected error: No en transcript found for video nmIJTdbe6W0
Miedo desbloqueado.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=GG6nYydtdfA	Miguel ASSAL		Error: Unexpected error: No en transcript found for video GG6nYydtdfA
8 segundos y ya no necesitas gafas.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=qJGMsOteylY	Miguel ASSAL		Error: Unexpected error: No en transcript found for video qJGMsOteylY
Si ves esto, no lo acaricies. #curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=dum7BOSftxI	Miguel ASSAL		Error: Unexpected error: No en transcript found for video dum7BOSftxI
Truco para retirar tus lentillas.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=QlXd9nbcUWQ	Miguel ASSAL		Error: Unexpected error: No en transcript found for video QlXd9nbcUWQ
Mitos y verdades sobre los tatuajes.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=gxJy7DU3lNo	Miguel ASSAL		Error: Unexpected error: No en transcript found for video gxJy7DU3lNo
Nunca tomes esta sopa. #curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=dW_A1xvhDns	Miguel ASSAL		Error: Unexpected error: No en transcript found for video dW_A1xvhDns
SituaciÃ³n aterradora en bebÃ©s que no conocÃ­as.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=3h1JSi9rYd4	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 3h1JSi9rYd4
DilataciÃ³n cuello uterino. #curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=uoqh9V2Dbfk	Miguel ASSAL		Error: Unexpected error: No en transcript found for video uoqh9V2Dbfk
Si ves esto en tu casa, cambia de casa.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=fqclUQMTuRY	Miguel ASSAL		Error: Unexpected error: No en transcript found for video fqclUQMTuRY
BebiÃ³ una botella entera de whiskey. #supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=2hjCPUJezFg	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 2hjCPUJezFg
No esta estirando el cuello.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=dizyZTukp7w	Miguel ASSAL		Error: Unexpected error: No en transcript found for video dizyZTukp7w
Como se propaga el colera.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=ESsUrowAI9Y	Miguel ASSAL		Error: Unexpected error: No en transcript found for video ESsUrowAI9Y
Â¿Cancer de piel?.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=L24kuoxDbmI	Miguel ASSAL		Error: Unexpected error: No en transcript found for video L24kuoxDbmI
Nunca te quites esto, por esto.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=5v7-vGgN6vI	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 5v7-vGgN6vI
Nunca cometas estos errores en un pulso.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=kQzFaAx8tOM	Miguel ASSAL		Error: Unexpected error: No en transcript found for video kQzFaAx8tOM
Nunca hagas esto, fiesta de la espuma.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=RfBLLlgpx8Q	Miguel ASSAL		Error: Unexpected error: No en transcript found for video RfBLLlgpx8Q
Â¿Puede un arbol sangrar?. #supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=T_uFN9DmyZg	Miguel ASSAL		Error: Unexpected error: No en transcript found for video T_uFN9DmyZg
3 Sintomas cardiacos desde tu cama.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=1wXuvLvhFN0	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 1wXuvLvhFN0
Esto no es un guante.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=Q8elbMsezsA	Miguel ASSAL		Error: Unexpected error: No en transcript found for video Q8elbMsezsA
Â¿Es liquido del cerebro?. #supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=LEUgGafqNRc	Miguel ASSAL		Error: Unexpected error: No en transcript found for video LEUgGafqNRc
Si te despiertas asÃ­, estas soÃ±ando.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=0jSwzDwwEYU	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 0jSwzDwwEYU
Como superar un ataque de ansiedad.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=8FZ6BmaJQuk	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 8FZ6BmaJQuk
Â¿Te comerÃ­as estos peces?.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=LVNiCXgYuX4	Miguel ASSAL		Error: Unexpected error: No en transcript found for video LVNiCXgYuX4
Esto no es un pelo, como evitarlo.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=PT8APAcNx2c	Miguel ASSAL		Error: Unexpected error: No en transcript found for video PT8APAcNx2c
TendÃ³n de aquiles, como confirmarlo.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=V0ekU2NmJVU	Miguel ASSAL		Error: Unexpected error: No en transcript found for video V0ekU2NmJVU
Nunca grites a estas orugas.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=7rPdcCyYU3g	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 7rPdcCyYU3g
Truco para dormir a tu bebÃ©.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=H5LDjKfb170	Miguel ASSAL		Error: Unexpected error: No en transcript found for video H5LDjKfb170
Esto puede cambiar tu visiÃ³n del zoolÃ³gico.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=T-V-9zUDqy4	Miguel ASSAL		Error: Unexpected error: No en transcript found for video T-V-9zUDqy4
Â¿Es peligroso ducharse todos los dÃ­as?.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=z4IqJdhzGVc	Miguel ASSAL		Error: Unexpected error: No en transcript found for video z4IqJdhzGVc
SI ves esto en tu casa, no lo mates.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=jZf0KTKSRSQ	Miguel ASSAL		Error: Unexpected error: No en transcript found for video jZf0KTKSRSQ
El peligro de un Balonazo en el pecho.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=yG36CQHxQPY	Miguel ASSAL		Error: Unexpected error: No en transcript found for video yG36CQHxQPY
Este reto viral podrÃ­a ser fatal.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=xWRSCGFjRZc	Miguel ASSAL		Error: Unexpected error: No en transcript found for video xWRSCGFjRZc
El peligro que esconde la pasta y el arroz.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=PMK3FcKByug	Miguel ASSAL		Error: Unexpected error: No en transcript found for video PMK3FcKByug
Mis eventos presenciales. No te lo pierdas.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=gv3n-ycraAk	Miguel ASSAL		Error: Unexpected error: No en transcript found for video gv3n-ycraAk
Si te encuentras esto , no te lo lleves.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=VNVJrEzmnF0	Miguel ASSAL		Error: Unexpected error: No en transcript found for video VNVJrEzmnF0
Como actuar ante una persona en LLAMAS, una CONGELACIÃN o Atrapado en arenas MOVEDIZAS.	https://www.youtube.com/watch?v=25KoJ7NO-9E	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 25KoJ7NO-9E
Realmente le salvo la vida? Dispositivo antiatragantamiento. #supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=Fg-LveeDiDY	Miguel ASSAL		Error: Unexpected error: No en transcript found for video Fg-LveeDiDY
Nunca metas uvas en el microondas.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=RcSCPA0yxl4	Miguel ASSAL		Error: Unexpected error: No en transcript found for video RcSCPA0yxl4
Truco natural para el estreÃ±imiento.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=N9VB7fp3vpM	Miguel ASSAL		Error: Unexpected error: No en transcript found for video N9VB7fp3vpM
Si ves una colmena haciendo esto, no te acerques.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=mdl5UeUSDxA	Miguel ASSAL		Error: Unexpected error: No en transcript found for video mdl5UeUSDxA
No mezcles estas setas con alcohol.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=Pxhhd9sGyLA	Miguel ASSAL		Error: Unexpected error: No en transcript found for video Pxhhd9sGyLA
RelaciÃ³n fatal queso/niÃ±o. #supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=g1tYwin-soM	Miguel ASSAL		Error: Unexpected error: No en transcript found for video g1tYwin-soM
Como evitar la MUERTE de CUNA. Todas las CAUSAS	https://www.youtube.com/watch?v=tDeCPajFJEA	Miguel ASSAL		Error: Unexpected error: No en transcript found for video tDeCPajFJEA
Si notas esto, debes saber esto.#sabiasque #supervivencia #curiosidades	https://www.youtube.com/watch?v=0PCq5MSw7X8	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 0PCq5MSw7X8
Esto no es espuma de la tÃ­pica ola.#sabiasque #supervivencia #curiosidades	https://www.youtube.com/watch?v=FxHNVJ9mFL4	Miguel ASSAL		Error: Unexpected error: No en transcript found for video FxHNVJ9mFL4
Si ves esta grieta en la tierra, no te acerques.#sabiasque #supervivencia #sabiasque	https://www.youtube.com/watch?v=UdDtUJhIb1w	Miguel ASSAL		Error: Unexpected error: No en transcript found for video UdDtUJhIb1w
Cosas que creÃ­as que eran buenas.#sabiasque #supervivencia #curiosidades	https://www.youtube.com/watch?v=8kto6O67kiw	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 8kto6O67kiw
Â¿ViajarÃ­as en este crucero?.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=_yPil_WIkUw	Miguel ASSAL		Error: Unexpected error: No en transcript found for video _yPil_WIkUw
Pinchazo en el pecho.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=ygY2oWYrCzA	Miguel ASSAL		Error: Unexpected error: No en transcript found for video ygY2oWYrCzA
Esto salva vidas. Gracias. #curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=nHYV0v5lIk0	Miguel ASSAL		Error: Unexpected error: No en transcript found for video nHYV0v5lIk0
Eso no son cuerdas.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=Ty-5VkaJrfY	Miguel ASSAL		Error: Unexpected error: No en transcript found for video Ty-5VkaJrfY
Alergico al cacahuete, cuidado con las lentejas.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=_MygLTUuBAc	Miguel ASSAL		Error: Unexpected error: No en transcript found for video _MygLTUuBAc
Esto no es un niÃ±o ahogandose.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=e6a_UzWUWcQ	Miguel ASSAL		Error: Unexpected error: No en transcript found for video e6a_UzWUWcQ
No van a sobrevivir y todavia no lo saben.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=qgaFo4nYSDY	Miguel ASSAL		Error: Unexpected error: No en transcript found for video qgaFo4nYSDY
El peligro del chupa chups .#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=FlwHcsZQOkc	Miguel ASSAL		Error: Unexpected error: No en transcript found for video FlwHcsZQOkc
Nuevo video Largo. INFARTO en mujeres.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=22qIa-tfLmE	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 22qIa-tfLmE
Nunca presiones un chupeton.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=loOtYuYF3nc	Miguel ASSAL		Error: Unexpected error: No en transcript found for video loOtYuYF3nc
INFARTO en MUJERES. El riesgo oculto. Â¿Por quÃ© es mÃ¡s LETAL que en HOMBRES?	https://www.youtube.com/watch?v=qItEJvyvzC4	Miguel ASSAL		Error: Unexpected error: No en transcript found for video qItEJvyvzC4
Bajar por este tobogan, te salvarÃ¡ la vida.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=5rncdLV3FZU	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 5rncdLV3FZU
Â¿El vape es mejor que el tabaco?.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=mSvSl73SXqI	Miguel ASSAL		Error: Unexpected error: No en transcript found for video mSvSl73SXqI
Â¿SaltarÃ­as a este canal?. #supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=Hb0I3x4z6jg	Miguel ASSAL		Error: Unexpected error: No en transcript found for video Hb0I3x4z6jg
Â¿Que le pasa en el ojo?.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=7JDvCHPd864	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 7JDvCHPd864
Â¿Duermes con tu bebÃ©?.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=nGQnTDbYOGs	Miguel ASSAL		Error: Unexpected error: No en transcript found for video nGQnTDbYOGs
Sintoma de rabia.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=NSleyhRPEJI	Miguel ASSAL		Error: Unexpected error: No en transcript found for video NSleyhRPEJI
Es mejor que no busques este video.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=vpVjD3rSEZg	Miguel ASSAL		Error: Unexpected error: No en transcript found for video vpVjD3rSEZg
Este video puede salvar la vida a tu hijo.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=QVpvQWJaRJ8	Miguel ASSAL		Error: Unexpected error: No en transcript found for video QVpvQWJaRJ8
Si ves esto, no dejes que te muerda.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=S6PNu6ncg7A	Miguel ASSAL		Error: Unexpected error: No en transcript found for video S6PNu6ncg7A
Cielo rojo sangre.Â¿Apocalipsis?. #supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=8agRupvXENs	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 8agRupvXENs
Â¿Que le pasa en la lengua?. #supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=CdGYecz9QGY	Miguel ASSAL		Error: Unexpected error: No en transcript found for video CdGYecz9QGY
Â¿Por quÃ© laa abejas no pican de noche?.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=RuaUCyN_vgk	Miguel ASSAL		Error: Unexpected error: No en transcript found for video RuaUCyN_vgk
No aprietes donde no debes. No son puntos nehros.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=AMwCv77Lzj4	Miguel ASSAL		Error: Unexpected error: No en transcript found for video AMwCv77Lzj4
Como SOBREVIVIR a una Caida del ASCENSOR + TIPS.	https://www.youtube.com/watch?v=643vULWUte0	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 643vULWUte0
Â¿DeberÃ­as huir si ves esto?.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=rjrT81Jluik	Miguel ASSAL		Error: Unexpected error: No en transcript found for video rjrT81Jluik
Nunca te baÃ±es en una cueva.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=LVQLjeaTFVo	Miguel ASSAL		Error: Unexpected error: No en transcript found for video LVQLjeaTFVo
Si ves esto en tu cuello, acude a urgencias.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=fppgiZWxJrA	Miguel ASSAL		Error: Unexpected error: No en transcript found for video fppgiZWxJrA
Oso perezoso o bezudo. Â¿Es peligroso?.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=AdCzLpZVhI0	Miguel ASSAL		Error: Unexpected error: No en transcript found for video AdCzLpZVhI0
Pinchazo en el ano.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=g-LoybkZAJU	Miguel ASSAL		Error: Unexpected error: No en transcript found for video g-LoybkZAJU
12 niÃ±os atrapados en una cueva. Â¿Sobrevivieron?.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=BtduZ_bTgOk	Miguel ASSAL		Error: Unexpected error: No en transcript found for video BtduZ_bTgOk
12 NiÃ±os ATRAPADOS en una cueva. Â¿Sobrevivieron? Como actuar.. Te lo cuento todo.suceso#3	https://www.youtube.com/watch?v=DQ4mNw4SqsI	Miguel ASSAL		Error: Unexpected error: No en transcript found for video DQ4mNw4SqsI
Si ves esto en el agua, que harÃ­as.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=WKSXNDZM7z8	Miguel ASSAL		Error: Unexpected error: No en transcript found for video WKSXNDZM7z8
Si tienes miedo a las agujas , no mires.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=UemYgUMpMnc	Miguel ASSAL		Error: Unexpected error: No en transcript found for video UemYgUMpMnc
No temas hacerte pruebas. #supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=AmkTOHmTVd0	Miguel ASSAL		Error: Unexpected error: No en transcript found for video AmkTOHmTVd0
Si ves esto en tu casa , no lo mates. #supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=gNOZh4M99QU	Miguel ASSAL		Error: Unexpected error: No en transcript found for video gNOZh4M99QU
Nunca eches agua caliente en el cristal.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=U21SlNGPZxs	Miguel ASSAL		Error: Unexpected error: No en transcript found for video U21SlNGPZxs
Esta noche morirÃ¡ gente con las uvas.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=YQvYQP2qRCk	Miguel ASSAL		Error: Unexpected error: No en transcript found for video YQvYQP2qRCk
No dejes luces en tu tienda.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=pQXuIOztYYM	Miguel ASSAL		Error: Unexpected error: No en transcript found for video pQXuIOztYYM
SobreviviÃ³ porque se AMPUTO un brazo, QUEMADURA de 3Âºgrado, ARAÃA asesina	https://www.youtube.com/watch?v=KL-bl1lr0dY	Miguel ASSAL		Error: Unexpected error: No en transcript found for video KL-bl1lr0dY
Fluidos por tus orificios. #curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=-qNy0MNyf2U	Miguel ASSAL		Error: Unexpected error: No en transcript found for video -qNy0MNyf2U
Perros de patio trasero, denuncialo. #supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=qJmJfMy9S_4	Miguel ASSAL		Error: Unexpected error: No en transcript found for video qJmJfMy9S_4
Entrego 400 herramientas Auto-rescate en Valencia. #supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=6ywAY8ALkIc	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 6ywAY8ALkIc
Entrego 400 herramientas de AUTO-RESCATE en VALENCIA (Afectados DANA)	https://www.youtube.com/watch?v=ar6Nb6msiwI	Miguel ASSAL		Error: Unexpected error: No en transcript found for video ar6Nb6msiwI
Parece que esta limpio.. Mira esto.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=-fVgltx3qWU	Miguel ASSAL		Error: Unexpected error: No en transcript found for video -fVgltx3qWU
Lima en el ojo.Â¿se ponen verdes?. #supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=Mo9Tsa1dqLk	Miguel ASSAL		Error: Unexpected error: No en transcript found for video Mo9Tsa1dqLk
Esto no es una medusa.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=9KnYfg3zWHc	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 9KnYfg3zWHc
Mitos del resfriado.Mocos, gripe, fiebre.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=sjsM3MBoTDQ	Miguel ASSAL		Error: Unexpected error: No en transcript found for video sjsM3MBoTDQ
Nadar aquÃ­, podrÃ­a matarte. #supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=i6L3xCr7rQU	Miguel ASSAL		Error: Unexpected error: No en transcript found for video i6L3xCr7rQU
Si te pica esta araÃ±a, no necesitas viagra.#supervivencia #curiosidades #sabiasque	https://www.youtube.com/watch?v=QS6ssZcZo8E	Miguel ASSAL		Error: Unexpected error: No en transcript found for video QS6ssZcZo8E
Â¿Has visto este circulo en un brazo?.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=-Gk_4syUUA4	Miguel ASSAL		Error: Unexpected error: No en transcript found for video -Gk_4syUUA4
Nunca mezcles platano con sprite.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=f8JC-Y6VZyA	Miguel ASSAL		Error: Unexpected error: No en transcript found for video f8JC-Y6VZyA
Si ves un tiburon asÃ­, no te acerques.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=smPSQHFrE3c	Miguel ASSAL		Error: Unexpected error: No en transcript found for video smPSQHFrE3c
Te gusta el picante? Debes saber esto.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=uTIPVLZmHa4	Miguel ASSAL		Error: Unexpected error: No en transcript found for video uTIPVLZmHa4
Nunca te tires en agua estancada.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=-6ZE5hSJpdU	Miguel ASSAL		Error: Unexpected error: No en transcript found for video -6ZE5hSJpdU
No saltes en paracaidas con nubes.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=Yg9Sgb2eess	Miguel ASSAL		Error: Unexpected error: No en transcript found for video Yg9Sgb2eess
Si ves esto en tu pechuga , no lo comas.#curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=5TbOAT004cA	Miguel ASSAL		Error: Unexpected error: No en transcript found for video 5TbOAT004cA
El silbato de la muerte. #curiosidades #supervivencia #sabiasque	https://www.youtube.com/watch?v=Sdbuvjhpudk	Miguel ASSAL		Error: Unexpected error: No en transcript found for video Sdbuvjhpudk
